,postal_code,country,timestamp,cldCvrMin,cldCvrAvg,cldCvrMax,dewPtMin,dewPtAvg,dewPtMax,feelsLikeMin,feelsLikeAvg,feelsLikeMax,heatIndexMin,heatIndexAvg,heatIndexMax,mslPresMin,mslPresAvg,mslPresMax,precip,presTendMin,presTendAvg,presTendMax,radSolarMin,radSolarAvg,radSolarMax,radSolarTot,relHumMin,relHumAvg,relHumMax,sfcPresMin,sfcPresAvg,sfcPresMax,snowDepth,snowfall,spcHumMin,spcHumAvg,spcHumMax,tempMin,tempAvg,tempMax,windChillMin,windChillAvg,windChillMax,windDirAvg,windDir80mAvg,windDir100mAvg,windSpdMin,windSpdAvg,windSpdMax,windSpd80mMin,windSpd80mAvg,windSpd80mMax,windSpd100mMin,windSpd100mAvg,windSpd100mMax,wetBulbMin,wetBulbAvg,wetBulbMax
51,10019,US,2019-02-21T00:00:00-05:00,0,56,100,27.6,33.6,38.3,28.5,38.2,48.0,32.5,41.5,51.4,1012.2,1015.6,1021.4,0.12,-2.7,0.1,1.4,0,151.2,601.2,3629.7,52.8,75.9,97.8,1012.6,1015.1,1020.8,1.6,0.41,3.1,4.0,4.8,32.5,41.5,51.4,28.5,38.2,48.0,274,302,300,0.9,5.9,10.5,7.1,10.9,14.0,5.6,11.5,14.5,32.1,38.3,44.6
52,10019,US,2019-02-22T00:00:00-05:00,31,95,100,22.8,24.3,25.8,30.8,34.9,39.0,35.5,39.8,43.5,1022.9,1027.6,1031.2,0.0,-1.2,0.4,1.3,0,118.1,504.1,2835.3,46.8,53.5,62.7,1022.1,1027.4,1031.5,0.0,0.0,2.5,2.7,2.9,35.5,39.8,43.5,30.8,34.9,39.0,322,328,326,4.5,7.2,11.1,7.1,12.2,16.9,6.3,10.5,14.6,31.7,34.7,37.3
53,10019,US,2019-02-23T00:00:00-05:00,21,94,100,22.4,27.1,34.3,26.6,33.0,38.3,31.2,36.3,40.2,1020.9,1028.9,1032.8,0.0,-1.6,-0.4,0.6,0,104.6,510.1,2509.5,57.2,69.6,90.2,1021.4,1029.2,1032.7,0.0,0.0,2.5,3.1,4.1,31.2,36.3,40.2,26.6,33.0,38.3,73,84,87,2.2,4.2,5.7,4.0,7.0,11.3,4.5,6.7,11.2,28.5,33.2,36.0
54,10019,US,2019-02-24T00:00:00-05:00,0,76,100,23.9,38.0,44.7,30.5,37.1,43.6,36.2,42.0,46.3,995.5,1003.6,1020.1,0.55,-3.2,-0.9,1.1,0,37.4,173.9,896.6,46.8,87.0,98.4,994.6,1002.9,1020.6,0.0,0.0,2.8,4.9,6.3,36.2,42.0,46.3,30.5,37.1,43.6,273,265,243,1.4,9.0,20.0,1.0,15.1,29.4,3.7,16.0,29.3,35.6,40.4,45.3
55,10019,US,2019-02-25T00:00:00-05:00,0,1,13,8.9,14.2,21.6,14.8,26.5,33.9,27.0,36.5,41.7,1001.2,1012.0,1023.6,0.0,0.0,1.0,2.2,0,189.5,676.1,4547.0,31.0,39.6,46.7,999.3,1010.2,1022.6,0.0,0.0,1.4,1.8,2.5,27.0,36.5,41.7,14.8,26.5,33.9,282,285,285,13.7,18.3,26.1,21.6,29.1,35.1,20.9,29.5,34.1,23.1,30.9,35.4
56,10019,US,2019-02-26T00:00:00-05:00,0,0,1,6.1,9.1,12.1,13.6,19.2,28.3,24.5,29.0,36.5,1024.4,1028.3,1031.4,0.0,-0.9,0.4,1.5,0,187.9,678.1,4509.0,33.9,43.3,51.8,1023.5,1027.3,1031.1,0.0,0.0,1.2,1.4,1.6,24.5,29.0,36.5,13.6,19.2,28.3,304,310,309,8.5,11.7,16.2,13.2,17.1,22.1,12.2,16.1,21.0,21.0,24.7,30.7
57,10019,US,2019-02-27T00:00:00-05:00,0,38,100,5.7,12.4,24.8,14.4,20.9,25.5,23.0,26.6,29.3,1017.3,1026.3,1032.6,0.0,-1.6,-0.6,0.6,0,163.9,600.0,3933.8,44.4,55.4,84.5,1016.0,1025.8,1031.7,0.0,0.0,1.2,1.7,2.8,23.0,26.6,29.3,14.4,20.9,25.5,94,84,89,1.6,5.3,9.4,0.9,7.4,14.5,1.8,7.2,12.9,19.7,23.4,27.6
58,10019,US,2019-02-28T00:00:00-05:00,0,40,100,9.9,18.0,25.7,18.8,24.4,29.5,27.2,30.8,35.2,1015.5,1021.1,1024.9,0.03,-0.6,0.4,1.3,0,197.3,719.7,4735.0,41.8,61.5,93.6,1015.1,1020.9,1025.5,0.2,0.23,1.5,2.1,2.9,27.2,30.8,35.2,18.8,24.4,29.5,3,4,3,3.5,7.1,13.7,4.9,10.7,18.6,4.6,9.9,17.4,25.6,27.5,30.0
59,10019,US,2019-03-01T00:00:00-05:00,8,86,100,13.6,25.6,29.8,19.7,25.9,29.4,25.8,31.2,34.2,1020.3,1025.2,1027.6,0.02,-1.4,-0.2,1.3,0,87.2,334.8,2093.3,51.5,80.8,93.2,1020.4,1025.5,1027.6,1.3,0.16,1.7,2.9,3.4,25.8,31.2,34.2,19.7,25.9,29.4,46,52,61,3.0,5.3,7.5,3.8,7.6,12.4,4.7,7.3,11.3,25.2,29.4,32.4
60,10019,US,2019-03-02T00:00:00-05:00,19,80,100,29.3,31.4,32.9,22.9,30.8,40.1,30.1,35.3,41.3,1016.4,1017.8,1021.2,0.39,-1.1,-0.1,0.8,0,83.6,340.6,2005.7,70.6,85.9,97.1,1016.1,1017.4,1020.0,3.6,3.64,3.4,3.7,3.9,30.1,35.3,41.3,22.9,30.8,40.1,339,339,344,2.1,5.4,8.1,3.9,10.5,16.2,4.2,10.4,16.5,29.8,33.8,37.8
61,10019,US,2019-03-03T00:00:00-05:00,0,46,100,22.7,28.5,32.2,28.3,33.7,42.1,32.5,36.9,42.5,1009.8,1017.5,1021.6,0.42,-2.0,-0.4,0.8,0,167.2,676.4,4012.1,46.4,73.9,96.7,1009.4,1017.2,1021.0,2.4,0.16,2.6,3.3,3.8,32.5,36.9,42.5,28.3,33.7,42.1,327,355,1,0.8,4.3,7.7,1.0,8.9,13.9,0.7,8.5,13.8,32.1,34.0,36.4
62,10019,US,2019-03-04T00:00:00-05:00,0,42,100,13.8,24.9,32.1,18.0,27.0,31.5,27.0,33.8,38.3,1004.4,1010.0,1017.4,0.2,-2.0,0.3,1.5,0,179.1,680.8,4299.3,49.7,71.8,96.9,1004.0,1009.3,1016.5,4.1,0.16,1.7,2.9,3.8,27.0,33.8,38.3,18.0,27.0,31.5,318,327,325,4.5,8.4,12.8,8.8,14.4,17.6,9.9,15.1,17.7,23.7,31.1,33.6
63,10019,US,2019-03-05T00:00:00-05:00,0,3,13,6.3,9.8,12.7,13.2,18.5,23.7,19.3,25.8,31.8,1014.0,1017.3,1020.6,0.0,-1.1,0.0,1.1,0,215.3,759.7,5166.5,43.8,50.6,59.7,1013.3,1016.6,1019.7,1.6,0.0,1.2,1.5,1.7,19.3,25.8,31.8,13.2,18.5,23.7,270,279,279,1.4,7.3,10.6,3.9,11.2,19.4,4.8,11.3,19.5,16.8,22.3,27.1
64,10019,US,2019-03-06T00:00:00-05:00,0,8,51,3.4,6.3,13.1,6.8,11.6,15.2,17.9,21.6,25.2,1017.9,1021.7,1025.9,0.0,-0.5,0.4,0.9,0,220.7,773.7,5295.3,39.1,51.7,68.2,1016.5,1020.7,1025.5,1.0,0.01,1.1,1.3,1.7,17.9,21.6,25.2,6.8,11.6,15.2,289,295,296,5.4,9.3,13.3,10.5,15.0,19.2,10.9,14.9,19.5,15.6,18.6,21.3
65,10019,US,2019-03-07T00:00:00-05:00,0,21,100,2.3,9.6,16.4,9.6,17.7,24.7,17.1,24.9,31.0,1024.9,1026.6,1028.1,0.0,-0.7,0.1,1.0,0,213.0,756.3,5112.5,45.9,52.0,58.6,1024.0,1025.9,1028.9,0.5,0.0,1.0,1.5,1.9,17.1,24.9,31.0,9.6,17.7,24.7,275,286,284,2.3,6.9,12.3,6.7,11.1,15.8,5.6,10.7,14.8,14.6,21.5,27.0
66,10019,US,2019-03-08T00:00:00-05:00,0,28,100,11.2,17.5,24.5,20.3,28.7,35.1,22.4,31.1,37.1,1022.4,1027.1,1031.1,0.0,-1.4,-0.2,0.6,0,214.5,741.3,5146.8,45.5,56.8,67.2,1023.4,1027.2,1030.5,0.7,0.0,1.5,2.1,2.7,22.4,31.1,37.1,20.3,28.7,35.1,192,191,217,0.9,3.2,7.3,0.3,4.5,10.0,0.6,4.3,8.6,19.8,27.4,32.3
67,10019,US,2019-03-09T00:00:00-05:00,0,35,100,21.9,25.4,28.5,28.7,36.2,46.5,32.2,38.8,46.9,1022.6,1025.3,1027.0,0.0,-0.9,0.1,1.3,0,221.6,765.0,5317.1,37.3,59.8,73.4,1023.3,1025.7,1027.7,0.7,0.0,2.5,2.8,3.2,32.2,38.8,46.9,28.7,36.2,46.5,113,170,173,1.5,3.8,7.8,2.0,7.1,16.3,1.6,6.1,12.2,29.7,34.3,39.3
68,10019,US,2019-03-10T00:00:00-05:00,34,95,100,30.8,36.4,39.6,26.3,33.6,40.5,34.3,38.2,40.8,1012.2,1018.1,1026.4,0.5,-2.5,-0.5,0.7,0,25.3,147.4,606.4,78.0,92.9,96.9,1012.3,1017.8,1026.5,1.4,0.0,3.5,4.5,5.1,34.3,38.2,40.8,26.3,33.6,40.5,73,79,85,1.6,6.9,13.9,1.2,13.1,21.1,1.9,13.3,22.6,33.5,37.5,40.2
69,10019,US,2019-03-11T00:00:00-04:00,0,14,99,22.5,29.1,38.5,30.6,41.5,49.2,37.8,46.3,52.8,1015.7,1017.5,1019.5,0.0,-0.6,0.2,1.8,0,216.5,748.1,5195.0,32.1,53.3,88.2,1014.9,1016.3,1019.0,0.4,0.0,2.5,3.4,4.9,37.8,46.3,52.8,30.6,41.5,49.2,278,279,281,6.1,10.2,14.7,13.8,18.5,24.4,14.3,18.0,23.4,33.0,40.2,43.4
70,10019,US,2019-03-12T00:00:00-04:00,0,6,39,18.3,20.4,22.4,26.4,30.7,37.0,33.5,37.1,42.9,1020.2,1023.0,1026.4,0.0,-0.6,0.3,1.1,0,216.5,734.1,5195.2,39.9,50.6,59.7,1019.3,1022.9,1026.8,0.0,0.0,2.1,2.3,2.5,33.5,37.1,42.9,26.4,30.7,37.0,312,317,317,3.2,9.3,13.6,9.0,16.0,21.5,9.1,15.2,21.5,29.3,32.1,36.1
71,10019,US,2019-03-13T00:00:00-04:00,0,12,100,19.1,24.9,32.9,27.7,36.4,43.2,29.9,38.5,45.5,1024.4,1026.4,1028.7,0.0,-0.9,-0.1,1.4,0,212.5,788.9,5101.4,40.3,58.6,72.6,1025.1,1026.8,1029.0,0.0,0.0,2.2,2.8,3.9,29.9,38.5,45.5,27.7,36.4,43.2,177,180,184,0.8,3.8,9.5,0.4,6.6,12.8,0.3,6.3,11.7,26.9,34.0,38.6
72,10019,US,2019-03-14T00:00:00-04:00,0,37,100,29.5,37.0,43.2,39.3,45.2,51.6,41.1,47.4,54.1,1014.8,1020.5,1024.3,0.0,-1.2,-0.4,0.2,0,205.6,731.8,4933.8,52.2,67.4,84.7,1015.0,1021.0,1024.6,0.0,0.0,3.4,4.6,5.8,41.1,47.4,54.1,39.3,45.2,51.6,140,159,165,1.6,5.8,10.6,4.3,11.7,19.6,5.2,11.8,19.9,37.0,42.9,46.7
73,10019,US,2019-03-15T00:00:00-04:00,0,50,100,36.9,51.0,58.3,45.2,57.7,71.0,47.3,58.5,71.0,1004.7,1008.8,1014.5,0.39,-1.1,-0.3,1.5,0,117.2,514.7,2813.2,46.5,77.5,94.7,1002.6,1007.9,1014.2,0.0,0.0,4.6,8.1,10.4,47.3,58.5,71.0,45.2,57.7,71.0,196,204,212,3.6,6.9,11.1,8.8,15.0,22.3,13.3,16.8,21.4,45.5,54.3,62.6
74,10019,US,2019-03-16T00:00:00-04:00,0,4,30,12.6,25.4,35.8,29.4,40.0,51.1,36.1,45.6,54.1,1009.4,1016.2,1022.0,0.0,-0.4,0.6,1.5,0,216.4,764.2,5194.2,31.1,45.5,59.5,1008.2,1015.0,1020.9,0.0,0.0,1.7,3.0,4.4,36.1,45.6,54.1,29.4,40.0,51.1,292,297,297,6.3,12.0,16.5,15.4,20.5,24.5,14.9,20.1,25.2,30.5,38.8,46.2
75,10019,US,2019-03-17T00:00:00-04:00,0,0,0,13.0,15.5,18.9,28.9,32.4,39.3,32.1,37.4,44.3,1020.9,1022.8,1024.9,0.0,-0.8,0.1,1.0,0,234.9,790.5,5639.2,27.9,41.1,57.2,1019.7,1021.9,1024.1,0.0,0.0,1.7,1.9,2.2,32.1,37.4,44.3,28.9,32.4,39.3,299,311,309,3.3,7.0,10.5,8.2,13.0,18.2,7.8,11.6,16.3,28.2,31.7,36.7
76,10019,US,2019-03-18T00:00:00-04:00,0,0,0,14.0,17.6,24.5,27.6,35.4,41.3,30.4,38.0,44.6,1024.0,1025.9,1027.6,0.0,-0.7,0.1,0.7,0,234.5,812.0,5628.0,29.1,44.3,60.1,1023.9,1025.3,1027.3,0.0,0.0,1.8,2.1,2.7,30.4,38.0,44.6,27.6,35.4,41.3,304,304,309,0.8,4.2,8.9,1.3,6.1,9.6,0.9,5.1,8.6,26.5,32.4,37.0
77,10019,US,2019-03-19T00:00:00-04:00,0,0,0,14.5,21.9,27.2,30.5,38.4,44.8,32.5,40.5,48.3,1028.1,1029.9,1031.6,0.0,-0.9,0.1,0.7,0,238.1,809.3,5713.8,25.2,49.3,66.7,1027.6,1029.2,1030.8,0.0,0.0,1.8,2.5,3.0,32.5,40.5,48.3,30.5,38.4,44.8,300,280,296,0.7,4.1,10.2,1.3,6.1,12.1,2.0,5.3,8.8,29.4,34.9,39.7
78,10019,US,2019-03-20T00:00:00-04:00,0,27,100,21.4,29.1,35.7,33.3,40.5,47.3,33.4,42.6,51.0,1024.1,1027.3,1030.4,0.0,-1.0,-0.2,0.7,0,240.8,810.8,5779.6,31.1,62.2,84.3,1024.6,1027.5,1029.8,0.0,0.0,2.4,3.4,4.3,33.4,42.6,51.0,33.3,40.5,47.3,170,170,177,0.1,5.1,11.9,1.6,9.7,19.8,3.4,9.4,18.4,31.8,37.8,42.0
79,10019,US,2019-03-21T00:00:00-04:00,37,89,100,35.4,40.1,43.7,33.6,38.5,43.0,40.8,43.1,46.2,1000.2,1014.8,1024.1,0.73,-2.7,-1.0,0.3,0,77.4,381.0,1856.8,74.1,89.2,95.3,999.5,1014.5,1023.8,0.0,0.0,4.3,5.2,5.9,40.8,43.1,46.2,33.6,38.5,43.0,65,71,81,2.1,8.6,16.3,8.9,14.1,24.0,8.3,14.6,23.5,39.7,41.7,44.8
80,10019,US,2019-03-22T00:00:00-04:00,0,60,100,27.9,35.7,42.9,28.2,36.3,42.3,37.5,43.2,48.7,992.7,997.1,1002.5,0.48,-2.8,0.1,1.2,0,115.2,679.5,2765.4,47.4,76.9,97.4,992.4,995.5,1000.8,0.0,0.0,3.2,4.5,5.9,37.5,43.2,48.7,28.2,36.3,42.3,312,316,316,8.7,14.1,18.1,16.1,23.3,30.5,15.4,22.8,28.1,34.0,40.2,43.5
81,10019,US,2019-03-23T00:00:00-04:00,0,36,100,10.6,19.6,25.2,23.7,32.5,41.3,34.0,40.2,47.8,1003.2,1012.8,1021.2,0.0,0.2,0.8,1.5,0,221.8,798.6,5324.6,23.8,45.8,64.8,1001.7,1011.8,1020.7,0.0,0.0,1.5,2.3,2.9,34.0,40.2,47.8,23.7,32.5,41.3,296,301,301,5.8,14.4,19.6,16.3,24.2,29.4,16.0,24.4,31.4,30.2,34.3,39.3
82,10019,US,2019-03-24T00:00:00-04:00,0,37,100,12.8,17.4,22.6,30.4,46.5,57.8,35.7,49.3,59.5,1017.0,1020.0,1023.7,0.0,-1.3,-0.2,0.7,0,227.5,851.4,5460.2,17.1,29.5,45.5,1016.0,1019.5,1023.3,0.0,0.0,1.7,2.1,2.6,35.7,49.3,59.5,30.4,46.5,57.8,251,259,262,3.5,7.5,12.1,8.2,13.2,18.0,9.2,13.3,17.3,30.5,40.5,47.8
83,10019,US,2019-03-25T00:00:00-04:00,0,55,100,7.5,26.4,32.3,36.2,46.9,53.6,40.8,49.2,54.5,1015.7,1018.0,1019.7,0.0,-0.8,0.1,1.0,0,157.0,708.3,3766.5,22.4,40.9,48.6,1015.6,1017.5,1019.8,0.0,0.0,1.3,3.1,3.8,40.8,49.2,54.5,36.2,46.9,53.6,322,322,325,2.9,5.9,9.7,2.3,9.5,17.5,1.1,8.4,15.1,33.9,41.4,45.0
84,10019,US,2019-03-26T00:00:00-04:00,0,0,2,2.1,6.9,9.9,25.1,34.5,44.4,32.2,40.0,48.0,1020.2,1024.7,1028.5,0.0,-0.6,0.4,1.2,0,270.3,881.1,6488.1,15.3,25.9,37.7,1020.0,1024.6,1029.1,0.0,0.0,1.0,1.3,1.5,32.2,40.0,48.0,25.1,34.5,44.4,8,7,6,4.6,8.3,12.4,12.4,14.7,18.7,10.7,13.8,18.1,27.2,33.4,39.9
85,10019,US,2019-03-27T00:00:00-04:00,0,1,11,9.6,17.2,26.0,28.6,34.2,43.1,32.2,37.9,44.7,1029.9,1032.3,1034.3,0.0,-0.6,0.2,0.9,0,261.8,860.2,6283.5,30.1,44.2,67.6,1029.5,1032.7,1034.7,0.0,0.0,1.4,2.1,2.9,32.2,37.9,44.7,28.6,34.2,43.1,120,89,90,2.5,5.2,10.1,2.1,9.2,16.0,3.1,8.5,14.0,27.4,32.5,37.3
86,10019,US,2019-03-28T00:00:00-04:00,0,17,100,26.5,31.5,37.5,32.3,40.5,46.7,32.4,42.9,50.3,1022.5,1027.5,1031.7,0.0,-1.4,-0.4,0.3,0,255.2,838.6,6125.9,43.9,65.2,80.2,1022.8,1027.8,1032.2,0.0,0.0,3.0,3.7,4.7,32.4,42.9,50.3,32.3,40.5,46.7,168,181,183,0.2,5.4,11.4,4.7,11.0,17.0,6.3,10.5,15.1,30.5,38.5,42.8
87,10019,US,2019-03-29T00:00:00-04:00,0,63,100,38.5,42.4,46.6,44.8,51.7,57.8,46.2,52.5,58.1,1018.0,1019.6,1022.3,0.01,-1.1,-0.1,0.7,0,141.8,615.8,3403.4,56.8,68.5,78.1,1017.9,1019.5,1022.2,0.0,0.0,4.8,5.7,6.7,46.2,52.5,58.1,44.8,51.7,57.8,213,223,227,0.4,3.9,6.8,2.5,8.4,13.6,2.8,9.2,13.3,42.7,47.6,51.8
88,10019,US,2019-03-30T00:00:00-04:00,0,24,100,42.1,44.2,46.0,49.0,55.1,64.6,50.2,56.0,64.6,1009.5,1015.2,1020.2,0.0,-1.4,-0.4,0.3,0,238.5,791.5,5723.5,43.7,65.7,81.6,1009.4,1015.1,1019.6,0.0,0.0,5.7,6.1,6.5,50.2,56.0,64.6,49.0,55.1,64.6,153,167,171,0.6,7.3,14.1,2.0,16.2,26.7,3.0,16.5,25.6,47.3,50.1,53.7
89,10019,US,2019-03-31T00:00:00-04:00,0,27,100,22.4,40.4,53.7,30.3,45.5,61.0,37.7,49.1,61.0,1005.3,1008.7,1015.0,0.08,-1.0,0.2,1.5,0,86.8,399.4,2082.2,53.8,72.2,88.2,1004.0,1007.9,1014.6,0.0,0.0,2.5,5.6,8.8,37.7,49.1,61.0,30.3,45.5,61.0,280,267,262,4.4,8.9,14.4,10.3,18.6,23.9,12.6,19.6,24.4,32.8,45.3,55.7
90,10019,US,2019-04-01T00:00:00-04:00,0,0,3,12.5,16.9,20.6,22.3,32.8,40.5,31.8,38.7,45.1,1016.0,1023.4,1028.8,0.0,-0.1,0.6,1.1,0,276.5,886.5,6635.2,26.6,41.9,56.9,1015.4,1023.0,1029.0,0.0,0.0,1.6,2.0,2.3,31.8,38.7,45.1,22.3,32.8,40.5,307,311,310,1.7,9.8,15.1,4.5,15.9,23.0,4.0,15.2,23.8,27.9,32.9,37.3
91,10019,US,2019-04-02T00:00:00-04:00,0,56,100,18.2,27.7,37.7,33.3,38.9,44.4,34.9,42.3,48.6,1018.4,1025.6,1029.9,0.0,-1.6,-0.5,0.6,0,220.4,869.7,5291.3,30.2,57.8,87.5,1017.4,1025.9,1030.2,0.0,0.0,2.1,3.2,4.7,34.9,42.3,48.6,33.3,38.9,44.4,119,120,117,0.6,6.5,10.4,8.1,11.5,15.3,6.2,11.0,14.3,30.4,37.3,40.9
92,10019,US,2019-04-03T00:00:00-04:00,0,20,100,13.1,25.7,37.3,35.1,50.6,66.0,39.8,53.1,66.0,1014.4,1017.5,1024.8,0.0,-1.1,0.3,2.4,0,273.6,883.6,6567.4,15.6,41.8,85.3,1013.3,1016.6,1024.3,0.0,0.0,1.7,3.1,4.6,39.8,53.1,66.0,35.1,50.6,66.0,284,292,292,5.4,12.0,19.5,10.1,19.3,29.5,11.1,19.2,28.9,37.2,44.6,52.1
93,10019,US,2019-04-04T00:00:00-04:00,0,14,100,10.0,17.5,21.1,38.7,46.7,56.8,42.2,49.7,59.2,1025.2,1028.8,1031.0,0.0,-1.2,0.3,1.4,0,271.2,865.2,6509.6,19.7,28.3,39.9,1024.2,1028.3,1031.2,0.0,0.0,1.5,2.0,2.4,42.2,49.7,59.2,38.7,46.7,56.8,312,319,317,3.1,8.2,15.0,11.2,14.4,20.3,9.7,12.8,17.8,35.6,40.8,47.6
94,10019,US,2019-04-05T00:00:00-04:00,63,97,100,10.3,25.6,38.5,33.0,35.2,37.7,38.2,39.4,41.8,1024.1,1029.5,1032.8,0.2,-1.1,-0.3,0.9,0,138.2,553.9,3316.7,27.7,63.0,95.2,1024.2,1029.8,1033.3,0.0,0.0,1.5,3.1,4.8,38.2,39.4,41.8,33.0,35.2,37.7,72,73,79,3.4,5.8,7.7,5.5,8.5,14.8,6.2,9.1,13.5,32.4,35.6,39.2
95,10019,US,2019-04-06T00:00:00-04:00,0,34,100,38.2,41.3,45.8,35.6,51.4,67.0,39.1,52.5,67.0,1021.0,1022.1,1023.6,0.0,-1.0,0.0,0.7,0,235.5,840.9,5653.0,38.7,69.9,97.0,1020.3,1022.0,1023.7,0.0,0.0,4.8,5.4,6.5,39.1,52.5,67.0,35.6,51.4,67.0,330,335,332,1.5,4.7,9.6,2.2,7.1,13.5,3.5,6.7,11.0,38.7,47.1,55.2
96,10019,US,2019-04-07T00:00:00-04:00,0,35,100,38.8,42.5,47.3,47.8,55.6,62.8,48.0,56.0,62.8,1017.2,1022.3,1025.9,0.0,-1.4,-0.3,0.9,0,244.1,863.6,5858.8,42.2,62.0,76.5,1017.4,1022.4,1025.8,0.0,0.0,4.9,5.7,6.8,48.0,56.0,62.8,47.8,55.6,62.8,164,165,167,1.3,5.4,10.3,0.3,10.6,18.8,2.2,10.4,16.6,44.6,49.5,52.3
97,10019,US,2019-04-08T00:00:00-04:00,8,78,100,45.4,52.3,58.4,44.0,61.1,78.3,47.9,61.9,78.3,1006.0,1010.0,1017.6,0.21,-1.7,-0.4,0.7,0,172.1,658.1,4130.0,41.2,74.6,95.0,1005.0,1009.3,1016.9,0.0,0.0,6.4,8.4,10.5,47.9,61.7,77.8,44.0,60.9,77.8,220,225,227,2.9,7.0,12.3,3.2,10.2,16.1,5.8,9.8,14.5,46.6,56.3,64.8
98,10019,US,2019-04-09T00:00:00-04:00,13,86,100,43.5,44.3,45.5,41.5,44.2,46.5,44.9,46.5,49.1,1001.1,1005.3,1007.9,0.05,-1.9,-0.1,1.5,0,98.5,408.2,2362.7,83.4,92.2,96.0,1001.1,1005.1,1007.6,0.0,0.0,6.0,6.2,6.4,44.9,46.5,49.1,41.5,44.2,46.5,94,97,93,0.3,5.0,9.6,2.6,6.8,12.5,3.5,7.7,12.5,44.2,45.4,46.8
99,10019,US,2019-04-10T00:00:00-04:00,0,11,73,26.4,32.1,43.2,39.2,47.4,56.5,43.2,50.4,58.8,1006.9,1011.7,1019.1,0.0,-0.2,0.5,1.4,0,282.4,879.2,6778.0,32.3,51.7,95.8,1006.3,1011.1,1018.8,0.0,0.0,3.0,3.9,5.9,43.2,50.4,58.8,39.2,47.4,56.5,318,322,319,2.3,8.6,13.4,4.6,14.7,19.7,5.3,14.4,18.6,37.3,43.3,47.7
100,10019,US,2019-04-11T00:00:00-04:00,0,19,100,19.9,24.6,30.7,35.1,42.9,51.3,39.4,45.1,51.6,1019.9,1023.7,1025.2,0.0,-0.7,0.3,1.2,0,264.3,835.7,6343.4,29.5,45.1,55.0,1019.8,1023.8,1025.7,0.0,0.0,2.3,2.8,3.5,39.4,45.1,51.6,35.1,42.9,51.3,59,78,76,1.0,4.3,6.8,0.5,7.6,15.8,0.7,6.7,14.0,33.9,38.3,42.5
101,10019,US,2019-04-12T00:00:00-04:00,8,86,100,25.4,45.3,58.5,43.1,54.0,66.5,45.9,55.2,66.5,1018.9,1022.3,1025.0,0.47,-1.4,-0.3,0.5,0,158.8,743.0,3812.4,42.1,71.2,95.9,1018.9,1022.4,1025.3,0.0,0.0,2.8,6.8,10.3,45.9,55.2,66.5,43.1,54.0,66.5,135,146,158,3.3,6.8,11.8,5.8,11.5,19.4,5.9,12.5,20.5,39.8,50.7,59.2
102,10019,US,2019-04-13T00:00:00-04:00,0,69,100,56.5,58.8,62.4,58.2,65.2,74.0,59.2,65.4,74.0,1015.1,1016.9,1018.8,0.17,-0.9,-0.1,0.7,0,188.6,826.2,4525.6,61.3,80.4,96.8,1015.0,1016.8,1018.6,0.0,0.0,9.7,10.5,11.9,59.2,65.4,74.0,58.2,65.2,74.0,197,210,214,2.7,6.1,10.0,5.7,12.4,21.3,6.1,13.1,23.3,58.2,61.3,65.5
103,10019,US,2019-04-14T00:00:00-04:00,0,66,100,56.7,58.8,61.1,55.6,62.4,69.9,57.7,62.6,69.9,998.4,1009.5,1015.5,0.02,-2.2,-0.7,0.2,0,102.5,540.9,2459.4,71.9,87.8,97.0,997.6,1009.0,1014.9,0.0,0.0,9.7,10.5,11.4,57.7,62.6,69.9,55.6,62.4,69.9,167,179,186,0.7,5.2,9.7,4.1,10.7,22.9,4.2,11.7,26.3,57.1,60.3,64.2
104,10019,US,2019-04-15T00:00:00-04:00,0,37,100,29.2,45.1,60.6,38.7,51.1,62.4,44.9,54.4,62.4,994.5,1000.4,1012.1,0.83,-2.5,0.6,2.2,0,157.6,724.5,3781.1,49.3,72.3,97.2,992.6,999.1,1011.2,0.0,0.0,3.4,7.0,11.4,44.9,54.4,62.4,38.7,51.1,62.4,270,273,272,1.5,13.3,23.4,5.7,22.5,34.3,4.7,22.6,31.5,39.1,50.3,61.2
105,10019,US,2019-04-16T00:00:00-04:00,0,9,100,14.5,25.2,41.5,36.8,50.7,64.8,42.3,53.7,64.8,1012.2,1016.2,1018.2,0.01,-0.6,0.3,1.1,0,303.4,937.8,7281.5,14.8,36.7,69.1,1011.9,1015.3,1018.2,0.0,0.0,1.8,3.0,5.5,42.3,53.7,64.8,36.8,50.7,64.8,288,291,292,5.3,11.7,16.6,9.9,17.6,22.0,9.4,17.3,21.1,36.1,44.6,51.5
106,10019,US,2019-04-17T00:00:00-04:00,0,39,100,27.0,34.1,41.6,46.9,51.6,59.9,48.5,52.8,60.0,1018.3,1021.0,1022.5,0.0,-0.4,0.2,1.2,0,247.8,893.1,5948.2,30.3,51.4,74.5,1018.0,1020.9,1023.1,0.0,0.0,3.1,4.2,5.5,48.5,52.8,60.0,46.9,51.6,59.9,125,136,127,0.7,4.9,9.6,1.3,8.9,15.5,3.1,8.6,14.4,43.3,45.4,48.5
